id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
7c3a2abc-891e-4d78-802e-1fd830d21fe8,56,ANTOLÍN ORTIZ,JOSÉ CONDORCANQUI,"Antolín Ortiz fue uno de los caudillos que apoyó la insurrección liderada por José Condorcanqui, alias Túpac Amaru.",8.0,4,['def17fb0e1737486aa172a878494bfb1e4a549eb4cb10ce54e7568ca71ee7775162868494aa2ac1f2a473bc91fd7b6e8ca742ae28099ab10b55bc72d2dc240e9']
ac62e4b3-f3f9-4aa9-a6c6-18d9d089f2c0,57,ANTOLÍN ORTIZ,TÚPAC AMARU,Antolín Ortiz fue uno de los caudillos que apoyó la insurrección liderada por Túpac Amaru.,8.0,8,['def17fb0e1737486aa172a878494bfb1e4a549eb4cb10ce54e7568ca71ee7775162868494aa2ac1f2a473bc91fd7b6e8ca742ae28099ab10b55bc72d2dc240e9']
02af78af-8d8e-418f-b8d5-6122d3fe8a08,58,JUAN CAZORLA,JUAN QUIÑONES,Juan Cazorla aparece como firmante de una certificación a nombre del teniente alguacil Don Juan Quiñones.,1.0,4,['def17fb0e1737486aa172a878494bfb1e4a549eb4cb10ce54e7568ca71ee7775162868494aa2ac1f2a473bc91fd7b6e8ca742ae28099ab10b55bc72d2dc240e9']
fab5aa69-8637-44f1-9853-83331750b2f9,59,MANUEL HUANCACHOQUE,AGUSTÍN VALDÉS,"Agustín Valdés proporcionó un informe sobre la conducta de Manuel Huancachoque, describiéndolo como enemigo de la paz y el sosiego.",12.0,34,['fbdc3cae34b0ce0aecfcac241bdf2ab820cbcdaa5997e0c88497bad01a145afcf23b4914f5b4818de3c6f3bbf102c573f3ed105bb3476ffe7476f3aa6f9f3c5b']
9e59b399-074d-4379-a094-81fd3920d85a,60,ANDRÉS CHUQUITAPA,AYLLUS TINTA Y UCHO,"Andrés Chuquitapa es el recaudador de tributos de los Ayllus Tinta y Ucho, comunidades mencionadas en las denuncias.",7.0,12,['fbdc3cae34b0ce0aecfcac241bdf2ab820cbcdaa5997e0c88497bad01a145afcf23b4914f5b4818de3c6f3bbf102c573f3ed105bb3476ffe7476f3aa6f9f3c5b']
76535ec6-2d1c-4040-b92d-852100ddbc81,61,PEDRO DE LA MATA,FRANCISCO MUÑOZ,Francisco Muñoz es el presidente que debe recibir el informe de Pedro de la Mata sobre el caso de Manuel Huancachoque.,10.0,5,['fbdc3cae34b0ce0aecfcac241bdf2ab820cbcdaa5997e0c88497bad01a145afcf23b4914f5b4818de3c6f3bbf102c573f3ed105bb3476ffe7476f3aa6f9f3c5b']
ca2477dd-9b34-4dee-946e-afee21a91610,62,PEDRO DE LA MATA,SIQUANI,Siquani es el lugar desde donde Pedro de la Mata envió su informe sobre el caso de Manuel Huancachoque.,8.0,4,['fbdc3cae34b0ce0aecfcac241bdf2ab820cbcdaa5997e0c88497bad01a145afcf23b4914f5b4818de3c6f3bbf102c573f3ed105bb3476ffe7476f3aa6f9f3c5b']
b5f71b3b-dd87-47a3-97f8-54a637e59715,63,FRANCISCO MUÑOZ,CLEMENTE,Francisco Muñoz y Clemente están involucrados en la revisión de documentos relacionados con el caso de Manuel Huancachoque.,1.0,3,['fbdc3cae34b0ce0aecfcac241bdf2ab820cbcdaa5997e0c88497bad01a145afcf23b4914f5b4818de3c6f3bbf102c573f3ed105bb3476ffe7476f3aa6f9f3c5b']
6e1d59a3-c159-44e8-aaeb-8806361c8aaf,64,MANUEL HUANCACHOQUE,SUBDELEGADO DEL PARTIDO DE TINTA,El subdelegado del partido de Tinta es responsable de tomar medidas para corregir y contener a Manuel Huancachoque debido a sus quejas contra Andrés Chuquitapa.,7.0,34,['169b8e27bd606bf36304b2dc773aaefa6e11439128f79115887e23cb492ab716e0d56278909e89c694ebaf6bb447a98d9803a593225515c7c86c194ecf7c338d']
0c0bf621-7ace-49bc-a0d1-8402af79bcce,65,CUZCO,GONZALO DEL RÍO,Gonzalo del Río participó en la revisión de órdenes emitidas en Cuzco relacionadas con el caso de Manuel Huancachoque.,5.0,5,['169b8e27bd606bf36304b2dc773aaefa6e11439128f79115887e23cb492ab716e0d56278909e89c694ebaf6bb447a98d9803a593225515c7c86c194ecf7c338d']
cf1fcc30-160a-4c33-9d01-b56e54a8d9c7,66,GONZALO DEL RÍO,LUCIO GONZALO DEL RÍO,"Lucio Gonzalo del Río y Gonzalo del Río parecen ser la misma persona, una autoridad involucrada en el caso de Manuel Huancachoque.",1.0,3,['169b8e27bd606bf36304b2dc773aaefa6e11439128f79115887e23cb492ab716e0d56278909e89c694ebaf6bb447a98d9803a593225515c7c86c194ecf7c338d']
f8fd9699-a575-4717-8638-b91ae9c40387,67,MATÍAS UGARTE,URUBAMBA,Matías Ugarte es un notario público que certifica documentos en la provincia de Urubamba.,1.0,2,['169b8e27bd606bf36304b2dc773aaefa6e11439128f79115887e23cb492ab716e0d56278909e89c694ebaf6bb447a98d9803a593225515c7c86c194ecf7c338d']
